1.000000000000000000e+00 7.240593707117697342e-01
2.000000000000000000e+00 7.827233909310578053e-01
3.000000000000000000e+00 8.007924751715550515e-01
4.000000000000000000e+00 7.983387227511161699e-01
5.000000000000000000e+00 7.878846410527843291e-01
6.000000000000000000e+00 7.754410445831932952e-01
7.000000000000000000e+00 7.620124535379194652e-01
8.000000000000000000e+00 7.449879193096118346e-01
9.000000000000000000e+00 7.273990944668845549e-01
1.000000000000000000e+01 7.033878124876072890e-01
1.100000000000000000e+01 6.809041046741703962e-01
1.200000000000000000e+01 6.583914968270171419e-01
1.300000000000000000e+01 6.356342807294161901e-01
1.400000000000000000e+01 6.128977599903754347e-01
1.500000000000000000e+01 5.871627781103767596e-01
1.600000000000000000e+01 5.664635657402186109e-01
1.700000000000000000e+01 5.415724616479287157e-01
1.800000000000000000e+01 5.162749037766433124e-01
1.900000000000000000e+01 4.925705559586153748e-01
