1.000000000000000000e+00 1.769999999999999907e-01
2.000000000000000000e+00 2.538000000000000256e-01
3.000000000000000000e+00 3.015999999999999792e-01
4.000000000000000000e+00 3.422000000000000042e-01
5.000000000000000000e+00 3.708000000000000185e-01
6.000000000000000000e+00 3.830000000000000071e-01
7.000000000000000000e+00 3.827999999999999736e-01
8.000000000000000000e+00 3.748000000000000220e-01
9.000000000000000000e+00 3.602000000000000202e-01
1.000000000000000000e+01 3.443999999999999839e-01
1.100000000000000000e+01 3.291999999999999926e-01
1.200000000000000000e+01 3.081999999999999740e-01
1.300000000000000000e+01 2.787999999999999923e-01
1.400000000000000000e+01 2.525999999999999912e-01
1.500000000000000000e+01 2.192000000000000060e-01
1.600000000000000000e+01 1.819999999999999951e-01
1.700000000000000000e+01 1.388000000000000067e-01
1.800000000000000000e+01 9.679999999999999716e-02
1.900000000000000000e+01 5.240000000000000213e-02
